expedientecum,consecutivocum,cantidad_cum,forma_farmaceutica,codigo_concentracion,unidad_cum,modalidad,vias_administracion,unidades_medida,familias_atc,numero_filas_fuente,numero_cantidades_ingrediente_distintas,numero_principios_activos,tipos_rol,numero_vias_administracion,numero_codigos_atc,numero_unidades_medida,numero_unidades_referencia,numero_tipos_rol,numero_actores,es_muestra_medica
20015718,7,60.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20208606,2,10.0,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,g,J,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
20150730,1,1.0,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA,g,B,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
213259,26,3.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR,mcg | mg,A,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,2.0,1.0,2.0,2.0,0
20227451,13,600.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19955886,2,20.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,M | R,8.0,1.0,2.0,FABRICANTE | IMPORTADOR,1.0,2.0,1.0,1.0,2.0,2.0,0
20024731,19,6.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20023742,9,7.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20042480,221,5.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,5.0,5.0,5.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20077138,19,72.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
20136000,9,2.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,1
20031822,8,50.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
35430,2,5.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA | RECTAL,mg,N,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,2.0,0
20061996,5,1.0,CREMA TOPICA,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
27858,5,1.0,SOLUCION ESTERIL PARA IRRIGACION,C,U,FABRICAR Y VENDER,INTRAOCULAR,g,B,12.0,6.0,6.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20082483,6,1.0,CREMA TOPICA,B,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20059984,15,6.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20010367,4,25.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INFUSIÓN INTRAVENOSA | INTRAVENOSA,mg,J,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20100456,3,1.0,POLVO PARA INHALACION,A,U,IMPORTAR Y VENDER,INHALACION,mcg,R,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20103600,3,14.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20219961,1,1.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRA-ARTICULAR | INTRATECAL | INTRAVENOSA,mg,V,8.0,1.0,1.0,FABRICANTE | IMPORTADOR,4.0,1.0,1.0,1.0,2.0,2.0,0
20041822,15,200.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19903694,5,10.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,g | mg,A,4.0,2.0,2.0,FABRICANTE,2.0,1.0,2.0,1.0,1.0,1.0,0
208231,3,2.0,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,g,J,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20230330,4,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,V,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20050119,7,60.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,1.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20019908,12,4.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19914355,20,20.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20100512,5,120.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
20084685,3,3.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRAVENOSA | SUBCUTANEA,mg,B,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,2.0,0
20043342,2,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20070410,5,50.0,CREMA TOPICA,B,g,IMPORTAR Y VENDER,TOPICA (EXTERNA),g,D,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20097708,9,16.0,CAPSULA BLANDA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,M,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19933064,12,1000.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA | SUBCUTANEA,mg,B,6.0,1.0,1.0,FABRICANTE,3.0,1.0,1.0,1.0,1.0,2.0,0
20098329,9,200.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20071870,9,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,A,5.0,5.0,5.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
209154,8,1.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20020095,9,10.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,J,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20016549,137,600.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19974254,1,22.5,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,A,g,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,g,J,8.0,2.0,2.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
20020607,2,1.0,SOLUCION ORAL,B,U,IMPORTAR Y VENDER,ORAL,mg,A,10.0,5.0,5.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20140588,5,50.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20193243,7,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19994205,7,1.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20089319,19,600.0,GRANULOS,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20075649,52,30.0,OVULO,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
20111871,1,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20061746,3,4.0,EMULSION INYECTABLE,C,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,B,63.0,18.0,21.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,3.0,0
20059967,2,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20105219,2,50.0,CAPSULA BLANDA,A,U,IMPORTAR Y VENDER,ORAL,mg,R,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20044013,7,8.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20176016,4,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20034335,4,20.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
220305,3,10.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,J,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
37116,13,2.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
206903,2,10.0,GEL TOPICO,S,g,IMPORTAR Y VENDER,TOPICA (EXTERNA),UI,C,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20066086,18,40.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20252421,3,100.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20224891,6,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
37054,10,50.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20170621,2,6.0,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,C,U,IMPORTAR Y VENDER,INFUSIÓN INTRAVENOSA,mg,V,36.0,16.0,18.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20060310,6,5.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20057197,10,1.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
20103120,2,10.0,TABLETA CON CUBIERTA ENTERICA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,A,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20157173,5,250.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
33546,5,1.0,SOLUCION TOPICA,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),mg,D,6.0,2.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
20011320,3,2.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20089355,33,1.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19926482,1,4.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
19967411,8,200.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20100521,6,80.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
19995855,6,12.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20019190,14,60.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20127486,5,1.0,SIN DATO,S,U,IMPORTAR Y VENDER,INTRAVENOSA | ORAL,mbq,V,8.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,2.0,1.0,1.0,2.0,2.0,0
20146047,7,7.0,TABLETA DISPERSABLE,A,U,IMPORTAR Y VENDER,ORAL,mg,V,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20061746,2,4.0,EMULSION INYECTABLE,C,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,B,63.0,18.0,21.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,3.0,0
20124537,1,5.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20029707,6,25.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,UI,B,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
20112088,7,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20251804,4,1.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,B,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20064740,20,3.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,G,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
20254544,2,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19987662,2,130.0,SOLUCION TOPICA,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),mL,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
53285,8,900.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA | SUBCUTANEA,mg,N,3.0,1.0,1.0,FABRICANTE,3.0,1.0,1.0,1.0,1.0,1.0,0
20016549,1,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20031866,16,2.0,TABLETA DE LIBERACION RETARDADA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19996671,1,10.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20069025,17,3.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20202931,1,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20121494,3,1.0,CREMA TOPICA,B,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
20207756,1,10.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,M,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,0
20039083,34,56.0,TABLETA MASTICABLE,A,U,IMPORTAR Y VENDER,ORAL,mg,R,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20122954,1,10.0,TABLETA ORODISPERSABLE,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19963352,8,900.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
37309,9,1.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20091274,6,4.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,A,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,1
20068385,6,100.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,C,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
20094916,1,10.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20085383,3,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20125315,1,12.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,BUCAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
58111,9,2.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20233713,1,10.0,INYECTABLES,A,U,IMPORTAR Y VENDER,INFUSIÓN INTRAVENOSA,mcg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20201627,4,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20068498,1,1.0,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE,S,U,IMPORTAR Y VENDER,INTRAMUSCULAR | SUBCUTANEA,logtcid50 | logufp,J,16.0,3.0,4.0,FABRICANTE | IMPORTADOR,2.0,1.0,2.0,1.0,2.0,2.0,0
20028367,3,300.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,M,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20041471,19,100.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20020418,13,100.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20241050,10,90.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20016868,8,16.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19999305,10,4.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
209244,1,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20120371,8,7.0,POLVO PARA RECONSTITUIR A SOLUCION ORAL,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,R,12.0,3.0,4.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,3.0,0
20242731,1,6.0,CAPSULA BLANDA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
211873,2,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20093230,14,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20260818,2,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20097771,1,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20234745,2,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20276200,1,12.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20168919,29,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20100820,4,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20127486,3,1.0,SIN DATO,S,U,IMPORTAR Y VENDER,INTRAVENOSA | ORAL,mbq,V,8.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,2.0,1.0,1.0,2.0,2.0,0
22606,8,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
34239,1,10.0,COMPRIMIDO,A,U,IMPORTAR Y VENDER,ORAL,mg,J,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20072004,3,20.0,EMULSION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20053968,2,7.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20011362,1,1.0,SUSPENSION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAMUSCULAR,mcg,J,28.0,3.0,14.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20068387,3,14.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,C,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
